SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,Start Date,Start Month,Start Day,Start Year,SEC_START_DATE,End Date,End Month,End Day,End Year,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,Military Start,CSM_START_TIME,Military End,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,,,SEC_MEETING_INFO,,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,Name
2024SP,20670,C,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,TH,258,A,Theology & Gender,3.00000,9:00:00,9:00AM,9:50:00,9:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,LEC,J. Ries,0,25,25,,25,10,,,,,,-,-,-,-,-,CL,CD,-,-,THE,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,694,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19832,1993,TH-258-A,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20260,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,THT,111,A,Introduction to Acting,3.00000,9:00:00,9:00AM,9:50:00,9:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,CUBE,003,LEC,A. Barnes,9,12,14,,,,40.00,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19426,514,THT-111-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Campus Center, Room 003",,Jan 17 2024,May  8 2024,CUBE 003
2024SP,20211,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ANZ,221,A,Canine Science,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,PCCC,101,LEC,H. Suthers,11,35,35,,,,50.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19377,1809,ANZ-221-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Perkins Call Canine Center, Room 101",,Jan 17 2024,May  8 2024,PCCC 101
2024SP,20219,F,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ANZ,332,C,Equine Science:Nature Horses,4.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,PCCC,101,LEC,H. Suthers,0,10,12,,,,300.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19385,1978,ANZ-332-C,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Perkins Call Canine Center, Room 101 (more)...",,Jan 17 2024,May  8 2024,PCCC 101
2024SP,20399,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,BI,121,A,Fndns of Cell & Molecular Bio,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,OCON,107,LEC,S. Otto-Hitt,51,65,65,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19565,2496,BI-121-A,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, O'Connell Hall, Room 107",,Jan 17 2024,May  8 2024,OCON 107
2024SP,20501,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,101,A,Basic Communication,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,STCH,045,LEC,C. Jones,22,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19667,377,CO-101-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, St. Charles Hall, Room 045",,Jan 17 2024,May  8 2024,STCH 045
2024SP,20279,A,"William Shakespeare (in As You Like It) is credited to haveýwritten, ""all the world's a stage."" More recently, sociologistýErving Goffman (in The Presentation of Self in Everyday Life)ýoffered a sort of disagreement (you know, the sort that's not) inýsaying, ""All the world is not, of course, a stage, but theýcrucial ways in which it isn't are not easy to specify."" In thisýcourse we will take up the perspective coined by Shakespeare andýimplicated by Goffman -- that the world is a stage and we are itsýplayers -- by examining communication as it occurs on the ""stage""ýof everyday life. We will observe and write about communicationýin situ (which means in the context of its production) and lookýinto the impact of communication action (e.g. teasing, givingýcompliments, doing 'small talk') on human activities such asýcommunication ritual and identities. This course is designed toýhelp you become a more effective writer, but it also promises toýmake you a more astute observer of human action.","William Shakespeare (in As You Like It) is credited to haveýwritten, ""all the world's a stage."" More recently, sociologistýErving Goffman (in The Presentation of Self in Everyday Life)ýoffered a sort of disagreement (you know, the sort that's not) inýsaying, ""All the world is not, of course, a stage, but theýcrucial ways in which it isn't are not easy to specify."" In thisýcourse we will take up the perspective coined by Shakespeare andýimplicated by Goffman -- that the world is a stage and we are itsýplayers -- by examining communication as it occurs on the ""stage""ýof everyday life. We will observe and write about communicationýin situ (which means in the context of its production) and lookýinto the impact of communication action (e.g. teasing, givingýcompliments, doing 'small talk') on human activities such asýcommunication ritual and identities. This course is designed toýhelp you become a more effective writer, but it also promises toýmake you a more astute observer of human action.",2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,110,A,Writing About Communication,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,STCH,017,SEM,A. Hansen,18,20,20,,,,15.00,,,,,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19445,2451,CORE-110-A,,,"01/17/2024-05/08/2024 Seminar Monday, Wednesday, Friday 10:00AM - 10:50AM, St. Charles Hall, Room 017",,Jan 17 2024,May  8 2024,STCH 017
2024SP,20345,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CS,230,A,Software Engineering (WI),4.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,120,LEC,N. Williams,5,15,15,,,,40.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19511,640,CS-230-A,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 120 (more)...",,Jan 17 2024,May  8 2024,SIMP 120
2024SP,20358,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ENGR,310,A,Structures I,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,CENG,201,LEC,R. Birgul,8,30,30,,,,25.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19524,244,ENGR-310-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Civil Engineering Building, Room 201",,Jan 17 2024,May  8 2024,CENG 201
2024SP,20362,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ENGR,405,A,Water and Wastewater,4.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,106,LEC,R. Breitmeyer,9,20,20,,,,40.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19528,252,ENGR-405-A,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 106 (more)...",,Jan 17 2024,May  8 2024,SIMP 106
2024SP,20768,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ES,124,A,Climate and Environment,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,STCH,034,LEC,P. Heiser,37,36,36,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19915,2502,ES-124-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, St. Charles Hall, Room 034",,Jan 17 2024,May  8 2024,STCH 034
2024SP,20665,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,HI,122,A,US History II,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,101,LEC,D. Cash,52,50,50,,,,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19827,1960,HI-122-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 101",,Jan 17 2024,May  8 2024,SIMP 101
2024SP,20372,C,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,MA,131,A,Calculus Single Variable Funct,4.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,OCON,106,LEC,M. Trudnowski,0,30,30,,,,30.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QA,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,4.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19538,154,MA-131-A,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, O'Connell Hall, Room 106 (more)...",,Jan 17 2024,May  9 2024,OCON 106
2024SP,20375,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,MA,207,A,Introduction to Statistics,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,114,LEC,K. Cline,31,31,28,,,,10.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,QA,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19541,302,MA-207-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 114",,Jan 17 2024,May  8 2024,SIMP 114
2024SP,20606,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PHIL,208,A,Bioethics,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,OCON,101,LEC,W. Smillie,36,30,30,,,,,,,,,-,-,-,-,-,-,-,ER,PHL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19769,555,PHIL-208-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, O'Connell Hall, Room 101",,Jan 17 2024,May  8 2024,OCON 101
2024SP,20392,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PHYS,206,A,Physics Using Calculus II,4.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,314,LEC,A. Szpilka,17,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19558,156,PHYS-206-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 314",,Jan 17 2024,May  8 2024,SIMP 314
2024SP,20393,C,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PHYS,206,B,Physics Using Calculus II,4.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,LEC,A. Szpilka,0,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,4.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19559,156,PHYS-206-B,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20547,F,,"Human Brain Imaging II is a course that focuses on the analysisýof human brain imaging data.  This course will be an introductionýto understanding, processing and analyzing a research experimentýusing brain imaging techniques.  In this course, students willýunderstand the various steps required to process the data andýlearn how to extract specific electrophysiological componentsýthat can be used for statistical analysis.",2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PSY,489,A,Human Brain Imaging II,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,231,LEC,N. Honzel,0,10,10,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,,,,,UG,15,,+,INST,UL,3.00000,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19710,1461,PSY-489-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 231",,Jan 17 2024,May  8 2024,SIMP 231
2024SP,20330,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,SP,204,B,Intermediate Spanish IV,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,312,LEC,S. Restrepo-Mesa,14,20,20,,,,20.00,,,,,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,ND,-,OC,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19496,383,SP-204-B,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 312",,Jan 17 2024,May  8 2024,SIMP 312
2024SP,20143,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,SPED,308,A,Methods Teaching Stu W/Disabil,3.00000,10:00:00,10:00AM,10:50:00,10:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,OCON,120B,LEC,K. Gilboy,3,14,14,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19309,2716,SPED-308-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, O'Connell Hall, Room 120B",,Jan 17 2024,May  8 2024,OCON 120B
2024SP,20866,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ANZ,326,A,Animal-Relatd Bus and,3.00000,11:00:00,11:00AM,16:50:00,11:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,PCCC,101,LEC,M. Demello,4,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,20001,2744,ANZ-326-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, Perkins Call Canine Center, Room 101",,Jan 17 2024,May  8 2024,PCCC 101
2024SP,20224,P,,"This course, part of the proposed Anthrozoology EntrepreneurshipýCertificate program offered in conjunction with the BusinessýDepartment at Carroll, offers students an opportunity to create aýbusiness plan for either a for-profit animal-related business, orýfor running an animal-related non-profit organization. The courseýfocuses on the sequence of events that take place starting withýthe original idea for a new animal-related product or service toýactual beginning a new business. It emphasizes the understandingýof the various ""stages"" of development that any new product orýservice must pass, and the various activities each functionalýarea of the organization must contribute, in order to have aýsuccessful business launch.",2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ANZ,389,C,Animal-Related Srvcs Nonprofit,3.00000,11:00:00,11:00AM,17:50:00,11:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,PCCC,101,LEC,"M. Demello, M. Brustkern",0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19390,1901,ANZ-389-C,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, Perkins Call Canine Center, Room 101",,Jan 17 2024,May  8 2024,PCCC 101
2024SP,20400,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,BI,122,A,Fndns of Organismal Biology,3.00000,11:00:00,11:00AM,18:50:00,11:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,OCON,107,LEC,B. Sheafor,55,72,72,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19566,2497,BI-122-A,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, O'Connell Hall, Room 107",,Jan 17 2024,May  8 2024,OCON 107
2024SP,20412,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,BI,281,A,Genetics,3.00000,11:00:00,11:00AM,19:50:00,11:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,101,LEC,A. Beck,61,72,72,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19578,1583,BI-281-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, Simperman Hall, Room 101",,Jan 17 2024,May  8 2024,SIMP 101
2024SP,20443,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CH,112,A,Ess of Chem II:Organic/Biochm,3.00000,11:00:00,11:00AM,20:50:00,11:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SIMP,331,LEC,C. Carpenter,26,25,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19609,136,CH-112-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, Simperman Hall, Room 331",,Jan 17 2024,May  8 2024,SIMP 331
2024SP,20504,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,101,D,Basic Communication,3.00000,11:00:00,11:00AM,21:50:00,11:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,STCH,140,LEC,A. Hansen,24,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19670,377,CO-101-D,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, St. Charles Hall, Room 140",,Jan 17 2024,May  8 2024,STCH 140
2024SP,20289,A,"We live in a media environment unlike anything that has comeýbefore in American history.  The 24-hour news cycle and constantýbarrage of information can leave us bewildered, wondering whatýsources to trust and what facts to believe.  With cable newsýchannels, online newspapers, partisan blogs, twitter andýfacebook, is there actually a way to make sense of what'sýhappening out there-to arrive at a well-reasoned and informedýunderstanding of the important issues that face us?  This courseýwill illuminate current social, political, and economic issues byýplacing them in their historical context, and will provideýstudents with the investigative and analytical tools necessary toýdistinguish fact from mere assertion, evidence from opinion. ýIssues will include health care, immigration, climate change,ýracial and economic inequality, and others that will no doubtýarise over the course of the semester.  Through investigating andýdiscussing all of these topics, we will come to see that the bestýway to understand our present is first to understand our past.","We live in a media environment unlike anything that has comeýbefore in American history.  The 24-hour news cycle and constantýbarrage of information can leave us bewildered, wondering whatýsources to trust and what facts to believe.  With cable newsýchannels, online newspapers, partisan blogs, twitter andýfacebook, is there actually a way to make sense of what'sýhappening out there-to arrive at a well-reasoned and informedýunderstanding of the important issues that face us?  This courseýwill illuminate current social, political, and economic issues byýplacing them in their historical context, and will provideýstudents with the investigative and analytical tools necessary toýdistinguish fact from mere assertion, evidence from opinion. ýIssues will include health care, immigration, climate change,ýracial and economic inequality, and others that will no doubtýarise over the course of the semester.  Through investigating andýdiscussing all of these topics, we will come to see that the bestýway to understand our present is first to understand our past.",2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,110,D,Strange Times,3.00000,11:00:00,11:00AM,22:50:00,11:50AM,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,STCH,017,SEM,D. Cash,23,20,20,,,,15.00,,,,,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19455,2451,CORE-110-D,,,"01/17/2024-05/08/2024 Seminar Monday, Wednesday, Friday 11:00AM - 11:50AM, St. Charles Hall, Room 017",,Jan 17 2024,May  8 2024,STCH 017
